ID,Name,Concepticon_ID,Concepticon_Gloss,Spanish,Portuguese,Simplified,SemanticField,SensoryCategory
1914,,,,canto de la chicharra pionti,,,,Animals
1915,,,,acción de pelarse el cutis,,,,The body
1916,,,,acción de oscilar o balancearse (la carnosidad de un ave cuando camina),,,,Motion
1917,,,,acción de oscilar,,,,Motion
1918,,,,totalmente oscuro (durante la noche),,,,Sense perception
1919,,,,sonido o acción de cuchichear,,,,Speech and language
1920,,,,acción de parpadear,,,,The body
1921,,,,sonido bonito que emite el pájaro pocharanti,,,,Animals
1922,,,,"acción de echar agua u otro líquido; acción de olas grandes golpeando y entrando en una canoa, etc.",,,,The physical world
1923,,,,canto de los paucares y oropéndolas,,,,Animals
1924,,,,acción de salpicar (p. ej. olas entrando en una canoa),,,,The physical world
1925,,,,acción de echar tierra en alguien o algo; acción de salpicar (p. ej. olas pequeñas),,,,Basic actions and technology
1926,,,,acción de soplar (una persona; p. ej. soplar la candela o en una picadura),,,,Basic actions and technology
1927,,,,acción de romperse (p. ej. una calabaza piarintsina); acción de chancar (p. ej. un jaguar chancando un cráneo),,,,Basic actions and technology
1928,,,,acción de brillas o de reflejarse en algo que brilla (el sol),,,,Sense perception
1929,,,,voz de la lechuza pómpori o poripómponi,,,,Animals
1930,,,,acción de los loros cuando rompen su comida en pedacitos con el pico; acción de quebrarse en pedacitos,,,,Animals
1931,,,,"canto del sapo apápani, poróronti",,,,Animals
1932,,,,acción de sacudir,,,,Motion
1933,,,,canto del tordo maputi,,,,Animals
1934,,,,acción y sonido de tronar,,,,The physical world
1935,,,,sonido de trueno fuerte,,,,The physical world
1936,,,,sonido de trueno suave o a lo lejos,,,,The physical world
1937,,,,"sonido que se produce cuando se realiza la acción de separarse la corteza de ciertos árboles del tronco, y las hojas secas de ciertas palmeras",,,,Agriculture and vegetation
1938,,,,acción de caerse una cantidad de cositas,,,,Motion
1939,,,,acción de llorar a gritos,,,,Emotion and values
1940,,,,"acción de escalpar, quitar el cuero cabelludo; abrir o partir una palmera pijuayo (para sacar el cogollo); sacar la cáscara doble [gruesa, JMS] (p. ej. de un coco), etc.)",,,,Basic actions and technology
1941,,,,"acción de pasar algo entre los dedos, o de sacar granos de una espiga apretándola con los dedos y arráncandolos",,,,Basic actions and technology
1942,,,,acción de desgarrar algo (p. ej. el oso),,,,Basic actions and technology
1943,,,,acción de morder sacando un pedazo de carne (p. ej. el lagarto),,,,Basic actions and technology
1944,,,,"acción de herir (p. ej., mordiendo, desgarrando, recortando)",,,,Basic actions and technology
1945,,,,"sonido y acción de cortar, recortar con cuchillo, raspar con los dientes, cepillar, etc.",,,,Basic actions and technology
1946,,,,acción de comer,,,,Food and drink
1947,,,,llanto del pájaro sosoti,,,,Animals
1948,,,,"acción de rascar(se), raspar, pasar la mano sobre algo suavemente; sobar, frotar o pasar con la mano o un trapo; arrastrarse por el suelo; acción de ir haciendo una bola de hilo",,,,Basic actions and technology
1949,,,,sensación que algo le camina a uno por todo el cuerpo,,,,The body
1950,,,,"acción de caerse (p. ej. un árbol cortado), bajarse deslizando (p. ej. una serpiente)",,,,Motion
1951,,,,sentir dolor como si algo estuviera atorado en el pecho,,,,The body
1952,,,,canto del pájaro sonkivinti,,,,Animals
1953,,,,acción de husmear,,,,Sense perception
1954,,,,sonido de la correntada de un río,,,,The physical world
1955,,,,sonido fuerte de agua correntosa,,,,The physical world
1956,,,,sorber un líquido rápidamente,,,,Food and drink
1957,,,,arder (p. ej. el calor del sol; una quemadera; un chupo; el estómago por estar con vinagrera),,,,Sense perception
1958,,,,mirar fijamente,,,,Sense perception
1959,,,,acción de jalar hilos cuidadosamente manteniendo la tensión (p. ej. en la preparación del telar),,,,Basic actions and technology
1960,,,,sonido y acción de comer rápidamente o tomar caldo rápidamente con una cuchara,,,,Food and drink
1961,,,,"sonido producido por niños que al estar jugando hacen mucha bulla, o por un niño que llora sin parar o a gritos",,,,Emotion and values
1962,,,,"sonido de aves (especialmente aves de rapiña) emprendiendo vuelo rápidamente, volando velozmente, lanzándose sobre una presa u otra cosa, etc.",,,,Animals
1963,,,,acción de vomitar,,,,The body
1964,,,,"acción de fluir, derramarse o correr (una buena cantidad de líquido)",,,,The physical world
1965,,,,sonido producido por el insecto shienti,,,,Animals
1966,,,,"acción de temblar de frío o tener escalofríos, o de sacudir algo",,,,The body
1967,,,,sonido que produce la hormiga sogemántaro si se la toca,,,,Animals
1968,,,,sonido producido al caminar entre la hojarasca,,,,Agriculture and vegetation
1969,,,,acción de quedarse inmóvil o estar en silencio absoluto,,,,Motion
1970,,,,canto de los grillos,,,,Animals
1971,,,,canto del pájaro corregidor,,,,Animals
1972,,,,representa el ejercicio de poder sobrenatural,,"Tradicionalmente se contaba que ciertos seres poderosos (tasorintsi), los chamanes (seripigari) y los brujos (matsikanari) tenían poder de crear, sanar a enfermos o hacerlos morir con el poder sobrenatural representado por la palabra shoo.",,Religion and belief
1973,,,,voz del pájaro trompetero en el momento en que desciende al suelo ante la presencia de alguien,,,,Animals
1974,,,,acción de caerse ¡pum!,,,,Motion
1975,,,,acción de darse palmadas (por estar borracho y molesto),,,,Basic actions and technology
1976,,,,"acción de descascarar o pelar (p. ej. maní, achiote, plátano, yuca)",,,,Food and drink
1977,,,,sonido producido al hacer un chasquido,,,,Basic actions and technology
1978,,,,"sonido producido cuando se caen granos, semillas, piedras, etc. (p. ej. piedras que son arrojadas por el barranco)",,,,Motion
1979,,,,"acción de emprender vuelo (paujiles, pavas y pucacungas)",,,,Animals
1980,,,,sonido de un fuerte eructo,,,,The body
1981,,,,sonido producido por el roedor conocono,,,,Animals
1982,,,,acción de caminar lentamente con las piernas abiertas,,,,Motion
1983,,,,acción de caminar con las piernas arqueadas,,,,Motion
1984,,,,acción de nadar fuerte o rápidamente,,,,Motion
1985,,,,"sonido que se escucha a cierta distancia cuando alguien o algo se mete, se caye [sic] o se pone a jugar en el agua; ¡cataplum!",,,,Motion
1986,,,,"ruido producido al tocarse o golpearse dos cosas que suenan (p. ej. juntar plantos, destapar una olla de metal, dejar caer algo en una canoa)",,,,Basic actions and technology
1987,,,,"movimiento de una cantidad de ciertas cosas (p. ej. las colas de muchas peces, cañas en el viento)",,,,"Motion, Quantity"
1988,,,,"sonido de un palo que se rompe por ser pisado, un árbol que se choca con la tierra después de ser cortado, etc.",,,,Agriculture and vegetation
1989,,,,acción de romper yuca quebradiza (p. ej. por estar demasiado asada),,,,Food and drink
1990,,,,acción del armadillo cavando rápidamente,,,,Animals
1991,,,,acción de golpear un techo de hojas con un palo,,,,The house
1992,,,,"acción de patalear, pisar muy fuerte",,,,Basic actions and technology
1993,,,,acción de relampaguear suavemente sin truenos,,,,The physical world
1994,,,,"pisadas ligeras (p. ej. de un jaguar, supuestamente las de un muerto)",,,,Motion
1995,,,,acción de machucar con piedra,,,,Basic actions and technology
1996,,,,acción de moverse (p. ej. el emponado de la casa cuando alguien camina en ella; la tierra durante un temblor),,,,Motion
1997,,,,acción de sacudirse o temblar fuertemente en el momento de morirse,,,,The body
1998,,,,acción de dar vueltas (p. ej. la cabeza a causa de mareos; un hombre bailando al estilo tradicional); acción de retorcer algo y darlo varias vueltas,,,,Motion
1999,,,,"sonido o acción de caminar rápidamente, pisar muy fuerte, ir caminando o corriendo; acción de luchar cuerpo a cuerpo",,,,Motion
2000,,,,voz del pájaro chicua tsuvani,,,,Animals
2001,,,,acción y sonido de estornudar varias veces,,,,The body
2002,,,,"acción de remover (semillas, granos)",,,,Agriculture and vegetation
2003,,,,acción de escupir,,,,The body
2004,,,,acción y sonido de toser,,,,The body
2005,,,,acción violenta y brusa (generalmente repentina); moverse bruscamente,,,,Motion
2006,,,,canto del pájaro togúoni,,,,Animals
2007,,,,Mayormente indica acciones repetidas que se realizan rápidamente o suavamente pero con más calma o no tan bruscamente como las que indica togn,,algunos ejemplos de tales acciones son: revolcarse de un lado al otro; beber algo rápidamente; jalar el pelo de alguien; golpear(se) con el puño o pegar con un palo; reventarse maíz cancha; sacudirse el pie.,,OTHER
2008,,,,acción de romper(se) retoños,,,,Agriculture and vegetation
2009,,,,"acción de subir (p. ej. un cerro, una cuesta)",,,,Motion
2010,,,,sonido del disparo de una escopeta,,,,Warfare and hunting
2011,,,,acción y sonido de hacer vibrar los labios fuertemente,,,,The body
2012,,,,acción y sonido de hacer vibrar los labios suavemente,,,,The body
2013,,,,voz del pájaro totéini,,,,Animals
2014,,,,silbido que se afirma es producido por ciertas víboras; sonido de un machete cuando se le usa para golpear o tratar de cortar un palo duro,,,,Animals
2015,,,,"sonido producido por ciertos movimientos bruscos, sonido parecido a un golpecito seco (p. ej. el que producen ciertos insectos cuando saltan o se voltean)",,,,Basic actions and technology
2016,,,,"algarabía, ruido y gritos (p. ej. de alegría, de tristeza, de los que están emborrachándose durante una fiesta)",,,,Speech and language
2017,,,,"sonido de trueno suave; relampaguear (p. ej., rayas rojas en los ojos, relámpagos)",,,,The physical world
2018,,,,acción de desenrollar o desatar,,,,Basic actions and technology
2019,,,,acción de babear mucho,,,,The body
2020,,,,sensación de un dolor punzante o palpitante (p. ej. en el ojo),,,,The body
2021,,,,"sonido de los adornos que las mujeres llevan en sus cushmas; sonido producido cuando se golpear, p. ej., un machete con otro fierro",,,,Clothing and grooming
2022,,,,acción de partirse el ojo de una aguja,,,,Basic actions and technology
2023,,,,sonido del pájaro martín pescador que pasa volando,,,,Animals
2024,,,,"flujo de sangre muy fuerte, diarrea muy líquida",,,,The body
2025,,,,destellar rápidamente (p. ej. luciérnaga katsinori),,,,Sense perception
2026,,,,canto del pajarito tsimpímpini,,,,Animals
2027,,,,canto del pajarito tanagra tsintsíkiti,,,,Animals
2028,,,,movimiento de la trompa de la sachavaca,,,,Animals
2029,,,,acción de sacar varias cositas una por una (p. ej. dientes),,,,Quantity
2030,,,,canto del pájaro sonkivinti cuando supuestamente está drogado,,,,Animals
2031,,,,"acción fuerte y mayormente repentina de golpear, picar, cortar o causar un dolor punzante; acción de cortar, flechar o tumbar de un solo golpe",,,,Basic actions and technology
2032,,,,"acción mayormente repentina de golpear o picar (p. ej. con el pico), picachear (p. ej. pona con hacha), saltar (p. ej. peces botadas al suelo), cortar con hacha o machete (p. ej. ramas en pedazos), flecha o causar un dolor punzante",,,,Basic actions and technology
2033,,,,sonido del disparo de una flecha,,,,Warfare and hunting
2034,,,,acción de mover la cabeza afirmativamente,,,,"The body, Motion"
2035,,,,acción de balancearse (pelo largo y abundante),,,,"The body, Motion"
2036,,,,acción o sonido de conversar o hacer uso de la palabra por un buen rato,,,,Speech and language
2037,,,,"acción de colocar cosas pequeñas en algo (p. ej. dientes, semillas, bolitas)",,,,Basic actions and technology
2038,,,,acción y sonido de olas grandes,,,,The physical world
2039,,,,acción y sonido de olas pequeñas,,,,The physical world
2040,,,,grito de una pucacunga molesta,,,,Animals
2041,,,,gritos de los monos frailecitos al ver que uno de ellos ha sido flechado,,,,Animals
2042,,,,canto de la perdiz vuónteki; sonido del juguete que lleva el mismo nombre,,,,Animals
2043,The sound of a spider monkey The sound of a hawk,,,,,"Se puede repetir: a a a a a a a a a, a a",,Animals
2044,to move by deviating from a central axis usually from lack of control,,,,,Se puede repetir: aki aki aki aki aki,,Motion
2045,it depicts the state of having something in the mouth,,,,,,,The body
2046,Simulates a wide-opened mouth,,,,,,,The body
2047,To be positioned with limbs extended outward,,,,,,,"The body, Spatial relations"
2048,Movement along a trajectory,,,,,,,Motion
2049,Sound of a hawk,,,,,Se puede repetir: aw aw aw,,Animals
2050,Depicts movement of rubbing a substance across a surface.,,,,,Se puede repetir: awi awi awi,,Basic actions and technology
2051,To open uncover or expose a space.,,,,,,,Basic actions and technology
2052,The portending sound of a lomocha rodent,,,,,,,Animals
2053,to move by stepping onto a surface,,,,,Se puede repetir: ayta ayta ayta,,Motion
2054,"spreading something out, or all over a surface",,,,,,,Motion
2055,"to do something completely; possibly a clipped form of Spanish bastante 'enough, quite'",,,,,,,OTHER
2056,An energetic bursting out of water by a freshwater dolphin,,,,,,,Animals
2057,"To shape something into a ball, or to move like a ball in a rolling motion, or to run in a curled up, ball-like shape",,,,,"Se puede repetir: bola bola, bola bola bola bola",,"Spatial relations, Motion"
2058,Sound of the bullukuku hawk communicating with humans,,,,,La última sílaba se repite y se extiende: bullukuku~kuu~kuu~kuu~kuu,,Animals
2059,"The sound, movement of people pounding their feet on the ground while dancing; the sound of breaking eggshells",,,,,Se puede repetir: chak chak chak chak chak chak chak,,Motion
2060,The visual pattern of footprints made in mud,,,,,,,Basic actions and technology
2061,The chirping of the ushpa lorito birds when they gather around ripe rulyu fruits growing on a tree,,,,,Se repite varias veces: chal chal chal chal chal...,,Animals
2062,The sound heard when water flows.,,,,,Se repite la última sílaba: chalalalalala,,The physical world
2063,The way legs attached to a body spread out from it.,,,,,,,"The body, Spatial relations"
2064,An action or event that takes place in a mid region of a physical or conceptual space,,,,,,,Spatial relations
2065,"The appearance of something that is interspersed throughout a visual field, such as fruit or pods distributed all over a tree or bush; To break or be broken off of something else, often resulting in an uneven or ragged-appearing rupture, as happens when no sharp tools are used.",,,,,,,Spatial relations
2066,"The sound of the squirrel cuckoo, known as the chikwan bird, when it utters a warning about something bad that is about to happen",,,,,Se repite: chi chi chi chi chi...,,Animals
2068,"A sound of the squirrel cuckoo known as the chikwang bird. This sound is validational because it is said to be uttered by the chikwan bird when it hears a person telling the truth, or sees that a person's actions are congenial with their goals",,,,,Se puede repetir: chik chik,,Animals
2069,The sound of the chikis bird.,,,,,Se puede repetir: chikis chikis chikis,,Animals
2070,"The sound made by a squirrel cuckoo bird who may be asserting that someone is telling a lie, that some disaster is about to unfold, or the bird may itself be capable of lying insofar as it may make this sound in order to deceive a human hunter into thinking that meat is not nearby, when in fact it is",,,,,Se puede repetir: chikwan chikwan chikwan,,Animals
2071,"The unintelligible sound of certain frogs, which is compared to the sound of people speaking a language that is not known to a listener.",,,,,Se puede repetir: chilin chilin,,Animals
2072,Describes the arched shape created by a rainbow,,,,,Se puede repetir: chimba chimba chimba chimba chimba...,,The physical world
2073,A clinking sound resulting from metal making contact with another hard surface such as stone.,,,,,,,Basic actions and technology
2074,The appearance of something sticking up in an otherwise uniform visual field,,,,,,,Spatial relations
2075,The sound of an unhappy baby crying,,,,,La última sílaba se puede repetir: chiriririri,,Emotion and values
2076,The call of a machin trying to get attention from its human owner,,,,,,,Animals
2077,the sparkling qualities of sunshine,,,,,,,The physical world
2078,"A sudden, complete absence of sound",,,,,,,Sense perception
2079,The sound of a young kushillu monkey being provoked to cry out by human children,,,,,,,Animals
2080,To cut something completely off of or apart from something else; To be completely fissured. To cease an activity.,,,,,"Se puede repetir: chyuw chyuw, chyuw chyuw chyuw",,Basic actions and technology
